#Name (cmd = mergePeaks 03_motif/cluster_2_homer_VS_bgPeaks/bg.clean.pos 03_motif/cluster_2_homer_VS_bgPeaks/target.clean..pos -d given -cobound 1 -prefix 03_motif/cluster_2_homer_VS_bgPeaks/0.112137839970277.2.tmp)	chr	start	end	strand	stat	stat2	03_motif/cluster_2_homer_VS_bgPeaks/target.clean..pos
BG1609.12_r2	18	60500001	60501550	+	3.14	0.000	1264.76,1609.12_r2,892.24
BG1609.12_r3	2	127269851	127270450	+	5.55	0.000	1466.06_r10,890.197_r7,1609.12_r3
BG1609.12_r4	5	147062851	147064550	+	2.77	0.000	1609.12_r4
BG4082.8	7	75655501	75657450	+	6.31	0.000	1266.83_r7
BG1519.6_r1	10	17987401	17989550	+	2.08	0.000	1519.6_r1
BG1110.7	13	45443001	45443600	+	2.94	0.000	665.84_r1,1110.7
BG1148.98	1	135132651	135133750	+	2.16	0.000	1781.43,1148.98
BG775.86	1	139453851	139455250	+	0.817	0.000	775.86
BG2563.12	9	124422451	124424500	+	5.70	0.000	2563.12,6333.02,759.526_r21
BG2563.13	13	95891401	95892600	+	4.58	0.000	2563.13,3392.39
BG938.75	2	26444551	26446150	+	1.40	0.000	938.75,2880.97_r1,702.833_r10,661.523_r10
BG1247.19	7	105398701	105400400	+	1.37	0.000	1247.19,816.695_r7,2020.09_r12
BG1655.36_r1	7	82865251	82867250	+	2.03	0.000	3997.56_r5,1894.73_r1
BG1655.36_r2	9	107280201	107281350	+	3.88	0.000	1179.81_r1
BG2761.64	17	46870201	46871600	+	4.26	0.000	2761.64
BG980.267_r1	6	146641951	146643300	+	1.48	0.000	980.267_r1
BG980.267_r2	9	110475751	110477400	+	1.48	0.000	980.267_r2,1721.76_r11,677.856_r20
BG3332.72	8	88696501	88697800	+	5.63	0.000	1208.13_r2,915.533_r1
BG1282.21	1	86064351	86065200	+	4.08	0.000	1917.81,1282.21
BG980.034_r1	8	88696651	88697350	+	2.12	0.000	1208.13_r2,915.533_r1
BG980.034_r2	X	73715701	73716900	+	2.12	0.000	980.034_r2,3025.87_r3,1257.7_r6
BG991.857_r11	5	137534951	137536100	+	2.36	0.000	991.857_r11
BG991.857_r12	7	38084751	38085750	+	2.55	0.000	991.857_r12
BG991.857_r13	9	96714051	96714600	+	3.93	0.000	1200.54_r9
BG923.114_r2	19	57132151	57132950	+	1.96	0.000	1017.26_r5,686.023_r7,923.114_r2,2309.89_r7,1091.24_r10
BG923.114_r4	4	59231251	59232100	+	2.16	0.000	923.114_r4,1755.86_r9
BG923.114_r5	8	83607601	83608750	+	1.57	0.000	1772.9_r5,923.114_r5
BG1274.04_r1	14	55560401	55561000	+	3.43	0.000	1553.63_r2,3971.99_r1
BG1274.04_r2	15	37346601	37347600	+	3.59	0.000	1274.04_r2
BG1274.04_r3	18	56925151	56926050	+	3.92	0.000	721.329_r3
BG1274.04_r4	19	53800151	53801150	+	2.94	0.000	1713.24_r7,1274.04_r4,786.063_r9,932.935_r3
BG1274.04_r5	3	106787851	106789550	+	1.96	0.000	4133.94_r3,1274.04_r5
BG1274.04_r6	4	117124201	117125500	+	2.45	0.000	2301.37_r3,1274.04_r6
BG1274.04_r7	6	47812651	47814050	+	1.80	0.000	721.328_r12
BG1274.04_r8	7	19228251	19229150	+	2.94	0.000	2829.83_r4,2317.61
BG2348.94	2	29623751	29625400	+	2.77	0.000	2348.94
BG707.067_r1	10	60162101	60162850	+	1.96	0.000	707.067_r1,628.855_r4,2292.84
BG707.067_r2	8	72350351	72351200	+	1.77	0.000	3588.43_r2,707.067_r2
BG707.067_r3	8	94447401	94448250	+	1.77	0.000	1313.19_r3
BG707.067_r4	9	58275701	58276800	+	2.16	0.000	707.067_r4
BG2284.32	1	183296501	183297850	+	5.80	0.000	765.988_r1
BG1642.3	1	132010701	132011900	+	2.64	0.000	1642.3
BG1689.1_r2	11	120672901	120673850	+	4.32	0.000	1553.63
BG1689.1_r3	12	32953901	32955250	+	2.16	0.000	3477.62_r1,833.468_r1,2082.57,1689.1_r3
BG1689.1_r4	6	124829101	124830450	+	2.75	0.000	1096.67
BG1689.1_r5	8	84702751	84704300	+	3.93	0.000	2490.92_r1
BG2989.1	4	32249601	32251300	+	5.72	0.000	10236.8
BG726.706	10	67727351	67728200	+	1.96	0.000	726.706,702.357_r1
BG726.707	13	45868351	45869250	+	1.57	0.000	726.707
BG726.708	18	82525701	82526450	+	1.77	0.000	1200.54_r3,726.708
BG726.857	8	116628001	116628750	+	1.47	0.000	1645.05_r20,726.857
BG726.858	1	13382101	13382950	+	1.80	0.000	726.858
BG726.859	15	100844851	100845650	+	1.96	0.000	726.859
BG1143.37_r1	6	113660651	113662050	+	2.61	0.000	1143.37_r1,980.265_r1
BG1143.37_r2	7	75455001	75456250	+	2.61	0.000	758.319_r13,1143.37_r2,756.168_r8
BG1143.37_r3	7	122066651	122067800	+	2.29	0.000	1542.77_r15,850.797_r7,1143.37_r3
BG1143.37_r4	8	84126101	84127400	+	3.43	0.000	1143.37_r4
BG1143.37_r5	9	32928151	32928900	+	2.45	0.000	1143.37_r5,767.567_r14
BG1143.37_r6	9	40422951	40424000	+	2.12	0.000	1143.37_r6,1357.85_r6
BG693.585_r1	11	106065701	106066350	+	1.66	0.000	693.585_r1
BG693.585_r2	11	117333751	117334600	+	1.66	0.000	1777.48
BG693.585_r3	12	113156101	113156650	+	2.77	0.000	922.865_r4,1517.2_r3,693.585_r3
BG693.585_r4	17	7928101	7928600	+	2.40	0.000	693.585_r4
BG693.585_r5	17	44556401	44557450	+	1.29	0.000	693.585_r5,1047.68_r3
BG693.585_r7	17	88440351	88441000	+	1.66	0.000	2386.6_r3,693.585_r7
BG693.585_r9	19	27828701	27829900	+	0.925	0.000	693.585_r9
BG1178.44_r1	3	107333151	107334050	+	1.96	0.000	1086.2_r14,1137.48_r7,3452.05_r3,1178.44_r1
BG1178.44_r3	5	73193751	73194250	+	4.32	0.000	2898.02_r2
BG1178.44_r5	7	118243451	118244450	+	2.36	0.000	1298.54_r8
BG1178.44_r6	9	40800601	40801550	+	2.16	0.000	841.195_r14,2207.61_r6,1178.44_r6
BG1556.18_r1	2	144527051	144527750	+	3.97	0.000	1122.99,2433.75_r2
BG779.884	19	43674751	43676350	+	1.45	0.000	779.884
BG779.885	17	51813301	51815650	+	0.793	0.000	779.885,1764.38_r12,824.861_r5
BG1472.41_r1	15	80216201	80217650	+	3.02	0.000	1472.41_r1,882.031
BG1472.41_r2	5	32147651	32149650	+	2.08	0.000	4602.73_r1
BG1311.95	1	133815401	133816900	+	1.51	0.000	1311.95,841.195_r1,3145.2,1080.24_r1
BG1757.08_r2	9	66126201	66126750	+	5.92	0.000	1909.28_r12,1176.04_r13
BG887.787_r1	2	168590701	168591550	+	2.03	0.000	906.098_r1,887.787_r1
BG1527.22_r2	2	117432451	117433250	+	5.39	0.000	2028.61_r10,1527.22_r2,972.216_r7,860.045_r9
BG1527.22_r3	2	168206701	168207800	+	4.41	0.000	1527.22_r3,1883.71_r13
BG1527.22_r4	4	134495051	134495550	+	6.21	0.000	4619.78
BG1527.22_r6	7	16874351	16875350	+	4.74	0.000	1527.22_r6,726.707_r7,1035.75_r12,1687.67_r16
BG1977.47_r1	13	51756151	51757450	+	3.24	0.000	1977.47_r1,637.022_r12
BG1977.47_r2	14	56283451	56285250	+	2.73	0.000	1977.47_r2,873.863_r5,628.851_r2
BG1977.47_r3	16	4789951	4790600	+	6.14	0.000	786.494,1404.31_r2,1977.47_r3,1045.37_r7
BG1977.47_r5	16	43889751	43890650	+	4.77	0.000	1977.47_r5
BG1977.47_r6	18	75454501	75456050	+	2.56	0.000	1977.47_r6,1747.83,726.707_r4
BG1977.47_r7	2	146496701	146498500	+	3.92	0.000	1977.47_r7,943.276_r3,628.503_r6
BG1977.47_r8	2	154569401	154570450	+	3.41	0.000	1977.47_r8,1421.05_r1
BG1977.47_r9	3	32736351	32737100	+	4.09	0.000	1977.47_r9
BG1021.32_r2	12	85705301	85706150	+	2.36	0.000	3699.24,1216.87_r2,1021.32_r2
BG1021.32_r3	14	75192401	75193850	+	1.18	0.000	751.359_r3,1021.32_r3
BG1021.32_r7	2	166656101	166657250	+	1.96	0.000	906.531_r10,2062.71_r5,1257.7_r5,1021.32_r7
BG1021.32_r8	4	139598751	139599500	+	2.75	0.000	2250.23_r2
BG1179.81_r1	9	107279451	107280950	+	1.70	0.000	1179.81_r1
BG1179.81_r2	9	108082701	108084400	+	2.08	0.000	702.833_r14,1179.81_r2,2045.66_r12
BG3682.18	11	78864701	78865150	+	13.0	0.000	3682.18
BG3682.19	19	33101051	33102300	+	8.18	0.000	1739.56_r1
BG1434.13_r3	9	66511801	66512550	+	3.66	0.000	873.863_r15,1434.13_r3,1704.72_r24
BG2156.47_r1	10	60351551	60352400	+	5.11	0.000	1527.22,2156.47_r1,610.355_r2
BG2156.47_r2	11	69920751	69922300	+	3.75	0.000	2156.47_r2,684.337_r3,710.524_r1
BG2156.47_r3	13	59656051	59656950	+	5.97	0.000	2156.47_r3
BG2156.47_r4	13	101701751	101702800	+	4.09	0.000	2156.47_r4
BG2156.47_r5	14	53878251	53879350	+	6.14	0.000	665.841_r5,2156.47_r5
BG2156.47_r6	16	32107001	32108350	+	3.92	0.000	2156.47_r6,961.77_r2
BG2156.47_r7	18	80150801	80152250	+	4.60	0.000	2156.47_r7
BG2156.47_r8	19	38054301	38055550	+	4.43	0.000	759.526_r10
BG2156.47_r9	2	6723401	6724550	+	4.09	0.000	684.337_r13,2156.47_r9
BG1841.09	11	100859901	100860750	+	6.14	0.000	1841.09,1109.7_r4
BG1184.21_r10	6	85450851	85452100	+	3.10	0.000	4287.36,1322.44_r2
BG677.856_r1	1	152010101	152011050	+	1.47	0.000	677.856_r1,1670.62_r1
BG677.856_r2	10	111996151	111996500	+	3.10	0.000	1748.02,1645.05,677.856_r2
BG677.856_r3	10	127676751	127677500	+	1.47	0.000	619.601_r2,677.856_r3
BG677.856_r4	11	84879451	84880300	+	1.14	0.000	677.856_r4
BG677.856_r5	12	84193551	84194450	+	1.63	0.000	677.856_r5,2250.23
BG677.856_r6	15	50400101	50400900	+	1.80	0.000	964.942,1188.26_r2,656.594_r5,2130.9_r6,677.856_r6
BG677.856_r7	15	80082901	80083900	+	1.31	0.000	677.605_r7,677.856_r7
BG677.856_r8	15	94543151	94544100	+	1.31	0.000	677.856_r8
BG677.856_r9	17	56819451	56820200	+	1.63	0.000	677.856_r9
BG1527.22	10	60351301	60352400	+	2.45	0.000	1527.22,2156.47_r1,610.355_r2
BG730.576_r1	10	19596601	19597350	+	1.85	0.000	730.576_r1
BG730.576_r2	11	98944401	98945950	+	0.925	0.000	962.397,730.576_r2,1534.24_r1
BG730.576_r6	2	25983301	25983550	+	3.88	0.000	730.576_r6
BG730.576_r7	2	157134701	157135700	+	1.11	0.000	730.576_r7
BG730.576_r8	3	9886851	9887600	+	2.22	0.000	1220.54_r2,730.576_r8,2224.66_r5,1004.53_r5,1050.78_r4
BG730.576_r9	3	97076251	97076700	+	1.85	0.000	730.576_r9
BG1131.76	11	84914751	84917100	+	1.75	0.000	1131.76,702.357_r3
BG1463.23	13	104816651	104818100	+	2.36	0.000	1463.23
BG1463.24	2	30981851	30982600	+	4.32	0.000	637.022_r20
BG1165.22_r1	2	30363601	30364500	+	2.03	0.000	1165.22_r1
BG1165.22_r2	2	120599101	120600100	+	2.40	0.000	1165.22_r2,784.027_r13
BG1165.22_r4	9	117926851	117927800	+	3.33	0.000	859.195_r2
BG1562.88	14	54222151	54223000	+	3.33	0.000	1144.25_r4,4687.82
BG2770.16_r2	6	115692801	115693900	+	8.01	0.000	2770.16_r2,1494.55_r4
BG1841.1_r1	6	51468201	51470750	+	2.56	0.000	1841.1_r1
BG1841.1_r2	X	7898901	7899700	+	4.26	0.000	702.832_r20,1841.1_r2
BG1841.1_r3	X	20686951	20688600	+	4.26	0.000	1841.1_r3
BG687.425	1	85703351	85704100	+	1.96	0.000	687.425
BG687.426	10	34417951	34418850	+	1.57	0.000	1781.43_r2,687.426
BG1661.18	19	41354351	41355500	+	4.34	0.000	886.109,1661.18
BG3810.04	6	97293851	97294800	+	12.6	0.000	1488.9_r1
BG2727.55	15	27627051	27628550	+	3.24	0.000	1473.05_r1
BG2131.57_r1	10	80701901	80702950	+	4.57	0.000	1067.97_r2
BG1085.43	1	80664751	80666350	+	1.32	0.000	1085.43,795.31
BG1926.33_r10	8	119558401	119559300	+	4.26	0.000	1926.33_r10
BG1248.45	11	11557101	11558250	+	2.96	0.000	1227.55_r1,1248.45
BG1357.85_r3	16	92825651	92826500	+	3.36	0.000	842.241
BG1357.85_r4	4	134853501	134854350	+	1.83	0.000	2190.56_r7,1357.85_r4
BG1357.85_r5	7	127471001	127471850	+	2.44	0.000	1357.85_r5
BG1357.85_r6	9	40423601	40424350	+	3.36	0.000	1143.37_r6,1357.85_r6
BG2995.21	3	75555901	75557750	+	6.68	0.000	2995.21,3107.26,3588.43_r1,1281.56_r4
BG1342.59_r3	6	113306551	113307250	+	3.05	0.000	2262.24
BG1342.59_r4	7	128119951	128120900	+	2.75	0.000	1342.59_r4
BG1342.59_r5	9	66593001	66593950	+	3.66	0.000	1306.11_r9
BG1342.59_r6	9	99242751	99243600	+	3.66	0.000	1342.59_r6,1207.91_r6
BG1184.21	1	152902701	152903800	+	2.45	0.000	823.054_r1,1184.21,1540.93,1510.16
BG2045.66_r10	7	44848051	44849500	+	5.28	0.000	2045.66_r10,1494.55_r5,915.532_r11,1718.57
BG2045.66_r11	8	22807951	22808950	+	4.94	0.000	2045.66_r11,972.217_r1
BG2045.66_r12	9	108082901	108083900	+	4.77	0.000	702.833_r14,1179.81_r2,2045.66_r12
BG1679.15	1	67038501	67039700	+	2.90	0.000	1679.15,743.193
BG1679.28	12	105031451	105032950	+	2.75	0.000	1679.28
BG1283.64	12	102627051	102628700	+	2.08	0.000	2079.76_r1,1283.64,913.293_r2,922.865_r3
BG923.115_r1	2	166708251	166709150	+	2.55	0.000	915.532_r8,923.115_r1
BG923.115_r2	6	113076451	113077650	+	1.77	0.000	5821.61
BG874.012	10	67185301	67186050	+	2.75	0.000	874.012,887.788_r1
BG874.013	11	86652351	86652900	+	3.14	0.000	841.195_r4,874.013
BG3432.76	1	64531501	64533000	+	6.10	0.000	1217.57
BG2565.6_r1	17	47681851	47683400	+	6.48	0.000	2565.6_r1,710.523_r1
BG2565.6_r2	17	74315801	74317000	+	5.97	0.000	628.503_r4,656.592_r3
BG2565.6_r3	19	10747351	10748400	+	5.28	0.000	759.526_r9
BG2565.6_r5	4	148038451	148039300	+	5.80	0.000	2565.6_r5
BG2565.6_r6	7	143004501	143005950	+	4.09	0.000	2115.24_r2,2565.6_r6
BG813.806_r10	4	134734001	134734650	+	2.77	0.000	813.806_r10
BG813.806_r11	5	112295851	112296450	+	2.59	0.000	3256.01_r4
BG813.806_r12	6	50381451	50382100	+	2.03	0.000	813.806_r12,1704.72_r21
BG813.806_r13	6	71271101	71271950	+	1.85	0.000	813.806_r13,1225.04_r11
BG813.806_r14	7	25718451	25719150	+	2.22	0.000	813.806_r14
BG813.806_r15	7	27178101	27179050	+	1.85	0.000	1001.68_r9,813.806_r15,1159.71_r6
BG813.806_r16	7	44997251	44997950	+	1.48	0.000	735.025_r17
BG669.689	1	151682901	151683650	+	1.47	0.000	721.329,826.149,1551.29_r1,669.689
BG1220.54_r2	3	9886551	9887750	+	1.53	0.000	1220.54_r2,730.576_r8,2224.66_r5,1004.53_r5,1050.78_r4
BG1220.54_r3	4	32250401	32251250	+	2.75	0.000	10236.8
BG1220.54_r4	6	52713401	52714250	+	2.44	0.000	2480.36_r1,677.856_r14,1220.54_r4
BG1220.54_r5	9	69034151	69035050	+	2.75	0.000	1551.62_r1
BG2557.08_r1	19	53899701	53900800	+	5.80	0.000	687.426_r5,1208.13_r1,2557.08_r1
BG2557.08_r2	5	135955601	135956750	+	6.14	0.000	2557.08_r2,1123.18_r5,1829.4
BG2557.08_r3	7	27507801	27508850	+	4.94	0.000	2557.08_r3,661.523_r20
BG2557.08_r4	7	28382801	28383750	+	4.60	0.000	1054.25_r20,1066.55
BG1911.06_r1	5	120775351	120776200	+	3.76	0.000	4270.31
BG2384.75	2	158718251	158719850	+	4.90	0.000	4653.88_r1
BG2395.13_r1	17	56609451	56610650	+	6.82	0.000	2395.13_r1
BG2395.13_r2	4	151996051	151997250	+	6.14	0.000	2395.13_r2,816.696,1067.97_r7
BG3971.99_r1	14	55559701	55561300	+	6.48	0.000	1553.63_r2,3971.99_r1
BG7108.67	7	27472951	27474200	+	21.8	0.000	1330.83_r1
BG736.526	5	21248851	21249600	+	1.57	0.000	1128.23_r10,1653.58_r9,736.526
BG736.527	1	189687901	189688950	+	1.57	0.000	736.527
BG736.528	11	53803151	53804050	+	2.16	0.000	3426.48,1176.04_r3,736.528,749.071_r2
BG2130.9_r1	1	134092801	134094200	+	2.90	0.000	2130.9_r1,1510.88,906.098
BG2130.9_r2	1	134098551	134099750	+	3.41	0.000	1000.48,2130.9_r2
BG2130.9_r3	10	80433101	80434450	+	5.80	0.000	2130.9_r3,873.864,1877.3,1306.11_r1
BG2130.9_r6	15	50399951	50400950	+	4.26	0.000	964.942,1188.26_r2,656.594_r5,2130.9_r6,677.856_r6
BG2130.9_r7	18	39281201	39283150	+	3.07	0.000	2130.9_r7,756.168_r5,758.319_r8
BG2130.9_r8	19	41829351	41830300	+	6.31	0.000	2130.9_r8
BG2130.9_r9	3	145923701	145924550	+	5.46	0.000	2130.9_r9
BG693.586_r1	12	107921151	107921800	+	1.85	0.000	693.586_r1,962.727
BG693.586_r2	19	53464801	53465250	+	2.40	0.000	922.864_r2
BG693.586_r4	5	34636551	34637200	+	1.48	0.000	1551.29_r14,693.586_r4
BG693.586_r5	8	83758251	83759150	+	1.85	0.000	693.586_r5
BG1431.96_r1	1	138298901	138300400	+	2.90	0.000	1431.96_r1
BG1431.96_r2	10	39369301	39369800	+	4.94	0.000	971.866,1431.96_r2
BG1431.96_r3	10	99459501	99460700	+	2.39	0.000	1431.96_r3
BG1431.96_r4	11	52299401	52300600	+	4.43	0.000	1431.96_r4
BG1431.96_r5	11	54214401	54214950	+	4.09	0.000	1431.96_r5,1531.98
BG1431.96_r6	11	61638901	61639500	+	4.94	0.000	1431.96_r6,1127.04
BG1431.96_r7	11	72795201	72796200	+	4.43	0.000	1431.96_r7,869.293
BG1431.96_r8	11	104630301	104630900	+	3.92	0.000	1431.96_r8
BG1431.96_r9	13	92775451	92776550	+	3.75	0.000	1431.96_r9
BG882.029_r1	3	84045901	84046750	+	2.29	0.000	882.029_r1,1491.63_r14
BG3997.56_r1	13	55431101	55432750	+	11.9	0.000	3997.56_r1,1205.28_r1
BG3997.56_r3	3	94952051	94954200	+	7.50	0.000	3997.56_r3,805.27_r2,1020.87_r6,834.731_r3
BG3997.56_r4	6	70824551	70825700	+	10.2	0.000	1184.21_r9,1599.87_r2
BG3997.56_r5	7	82865801	82868100	+	5.28	0.000	3997.56_r5,1894.73_r1
BG3153.73	14	54222251	54223350	+	9.03	0.000	1144.25_r4,4687.82
BG1708.74	13	91370251	91371650	+	2.95	0.000	702.832_r3,1127.04_r2,1708.74
BG1708.75	10	76542751	76543600	+	5.19	0.000	1045.37_r1
BG1696.19_r10	2	155979201	155979900	+	5.46	0.000	1696.19_r10
BG1696.19_r11	5	112273851	112274500	+	3.58	0.000	1453.41_r1,710.524_r13
BG1696.19_r12	5	120622401	120622750	+	6.82	0.000	1696.19_r12
BG1696.19_r13	6	50372301	50374250	+	2.90	0.000	1696.19_r13
BG1696.19_r14	7	16294501	16296050	+	2.39	0.000	1696.19_r14
BG1696.19_r15	7	126369251	126369900	+	3.75	0.000	1696.19_r15,1078.04_r10
BG1696.19_r16	8	94453651	94454700	+	3.24	0.000	1696.19_r16,1054.25_r23,1094.37_r16
BG1696.19_r17	X	152342351	152343350	+	3.92	0.000	1198.69_r4,1696.19_r17,914.699_r3
BG1312.08	1	191369151	191369700	+	3.97	0.000	1312.08
BG1619.48_r1	11	98149901	98150700	+	4.09	0.000	1619.48_r1,784.026_r2
BG1619.48_r2	11	121706201	121707300	+	2.05	0.000	1619.48_r2
BG1619.48_r3	12	98996651	98997850	+	2.39	0.000	1619.48_r3
BG1619.48_r4	14	19993051	19994750	+	3.24	0.000	1461.15,1619.48_r4
BG1619.48_r5	18	35552701	35554150	+	5.28	0.000	1619.48_r5
BG1619.48_r6	19	32172401	32173350	+	4.60	0.000	702.833_r8,1619.48_r6,751.359_r6
BG1619.48_r7	2	31062051	31062800	+	3.92	0.000	952.523_r5,1619.48_r7,1878.4_r2
BG1619.48_r8	2	73485201	73486500	+	3.24	0.000	1311.95_r2,1619.48_r8,661.523_r12
BG1619.48_r9	2	103656951	103658350	+	3.58	0.000	1619.48_r9
BG887.788_r1	10	67185551	67186500	+	2.40	0.000	874.012,887.788_r1
BG887.788_r2	12	85824451	85825250	+	2.59	0.000	2591.17
BG887.788_r3	13	47042901	47043600	+	3.51	0.000	887.788_r3,736.528_r1
BG887.788_r4	14	20379551	20381050	+	1.48	0.000	887.788_r4
BG887.788_r5	15	67289701	67290800	+	2.03	0.000	887.788_r5,653.356_r5
BG887.788_r6	17	33951251	33951850	+	3.14	0.000	887.788_r6
BG887.788_r7	2	25426501	25427100	+	2.96	0.000	952.576_r1
BG887.788_r8	3	107827651	107828300	+	2.22	0.000	887.788_r8
BG887.788_r9	5	146832601	146833400	+	2.59	0.000	2028.61_r11,887.788_r9,962.396_r9
BG1457.53_r1	10	21905601	21906600	+	4.94	0.000	1723.23,1457.53_r1
BG1457.53_r2	11	86606401	86607400	+	2.90	0.000	1457.53_r2
BG1457.53_r3	11	95336651	95338450	+	2.90	0.000	1457.53_r3,833.468
BG1457.53_r4	12	100985601	100986750	+	2.22	0.000	1457.53_r4
BG1457.53_r5	14	102806101	102807000	+	4.60	0.000	1457.53_r5,758.318_r2
BG1457.53_r6	15	99771301	99772650	+	2.90	0.000	1457.53_r6
BG1457.53_r7	17	56913101	56913900	+	4.60	0.000	1457.53_r7
BG1457.53_r8	17	71002201	71002850	+	4.77	0.000	1457.53_r8,824.861_r6
BG1457.53_r9	18	34751501	34752650	+	3.75	0.000	756.169_r1,721.327_r1,1457.53_r9
BG923.113	15	93274401	93275700	+	1.37	0.000	923.113,637.022_r17
BG923.114	1	165460601	165461350	+	3.34	0.000	786.062
BG923.115	11	4849251	4851000	+	1.57	0.000	923.115
BG1619.48_r10	3	107759651	107760900	+	2.22	0.000	1619.48_r10
BG1619.48_r11	4	16163951	16164350	+	5.28	0.000	1303.94_r6,1619.48_r11
BG1619.48_r12	5	100585001	100585750	+	3.75	0.000	697.245_r1,1183.72_r6,1619.48_r12
BG1619.48_r13	6	147043301	147044400	+	3.58	0.000	1619.48_r13
BG1619.48_r14	8	47533201	47534300	+	5.11	0.000	1619.48_r14
BG1510.16	1	152903151	152905300	+	3.21	0.000	823.054_r1,1184.21,1540.93,1510.16
BG1510.42	6	124829151	124830250	+	2.44	0.000	1096.67
BG1510.88	1	134092801	134094200	+	2.29	0.000	2130.9_r1,1510.88,906.098
BG1510.89	12	44209551	44210350	+	3.59	0.000	1510.89
BG2531.5_r1	3	99141001	99141750	+	7.50	0.000	2531.5_r1
BG2531.5_r2	3	127552801	127553950	+	7.33	0.000	2531.5_r2
BG2531.5_r4	9	21290651	21291900	+	6.48	0.000	816.694_r12
BG677.857_r1	10	85184651	85185400	+	1.96	0.000	1917.81_r2,677.857_r1
BG677.857_r2	11	96967001	96967400	+	2.12	0.000	1217.57_r2,677.857_r2
BG677.857_r3	14	47541101	47541850	+	1.96	0.000	677.857_r3,687.425_r3,1057.11
BG677.857_r4	16	18876251	18877000	+	1.80	0.000	677.857_r4,1653.58_r3
BG677.857_r5	19	10524801	10525700	+	1.31	0.000	677.857_r5
BG677.857_r6	2	32151851	32153200	+	0.817	0.000	677.857_r6
BG677.857_r7	2	150904701	150905800	+	0.980	0.000	677.857_r7
BG677.857_r8	3	94582101	94583150	+	1.47	0.000	677.857_r8
BG677.857_r9	4	98922851	98923600	+	1.96	0.000	677.857_r9
BG718.691	10	44429151	44430200	+	1.31	0.000	1764.38_r5,718.691,656.593_r1
BG718.692	10	8327301	8328250	+	2.12	0.000	718.692
BG2531.51_r1	5	120588301	120589400	+	7.33	0.000	2531.51_r1
BG2531.51_r2	6	108659351	108660600	+	4.94	0.000	2531.51_r2
BG2531.51_r3	6	122810451	122812150	+	3.24	0.000	1265.88_r10,2531.51_r3,610.355_r19
BG2531.51_r4	7	47007651	47008900	+	3.58	0.000	2531.51_r4,943.274
BG1627.61_r1	1	180403301	180404250	+	3.70	0.000	2846.88_r1,1627.61_r1
BG1627.61_r2	11	78176101	78176800	+	5.55	0.000	1846.23,2028.61_r3,637.022_r6,1627.61_r2
BG1627.61_r3	9	56465001	56465550	+	6.47	0.000	2160.48_r3
BG1429.21	1	180850101	180851000	+	3.92	0.000	3213.39
BG1429.22	12	104056801	104057900	+	3.59	0.000	1534.25_r7,1429.22
BG3238.96_r1	2	31115201	31116700	+	5.97	0.000	647.347_r4,3238.96_r1
BG3238.96_r2	5	77251951	77252700	+	10.1	0.000	1217.72_r4,3238.96_r2,751.359_r11,971.017_r1
BG1696.19_r1	10	21479101	21479850	+	3.75	0.000	1696.19_r1
BG1696.19_r2	10	128303201	128304450	+	4.09	0.000	1696.19_r2
BG1696.19_r3	11	49202801	49204300	+	3.07	0.000	1696.19_r3,1029.03_r2
BG1696.19_r4	11	68435351	68435950	+	4.94	0.000	1696.19_r4
BG1696.19_r5	12	76254701	76255400	+	5.80	0.000	1696.19_r5
BG1696.19_r6	13	36117151	36118150	+	3.24	0.000	1696.19_r6
BG1696.19_r7	13	74769801	74771000	+	3.92	0.000	1535.13,1696.19_r7
BG1696.19_r8	15	100727801	100729450	+	3.07	0.000	1696.19_r8
BG1696.19_r9	16	92818151	92819300	+	4.60	0.000	961.771_r3
BG1081.99_r1	10	99393051	99393700	+	3.51	0.000	1151.54,1081.99_r1
BG1081.99_r2	11	109419651	109420850	+	2.03	0.000	1217.57_r5
BG1081.99_r3	12	86686551	86687400	+	2.59	0.000	1815.52_r3,1331.21_r1,1081.99_r3
BG1081.99_r4	3	107853051	107853900	+	2.03	0.000	868.561,3980.51,1081.99_r4,1040.96_r4
BG1081.99_r6	6	129284051	129284950	+	2.59	0.000	1081.99_r6,1917.81_r13
BG1081.99_r7	7	4865951	4866600	+	3.14	0.000	784.026_r6,1081.99_r7,1730.29_r18
BG1081.99_r8	8	124273651	124274600	+	2.22	0.000	1081.99_r8,697.246_r12
BG730.577_r1	11	62752401	62754000	+	1.48	0.000	730.577_r1
BG730.577_r2	17	36271401	36271900	+	1.85	0.000	1755.86_r7,730.577_r2,1144.25_r5
BG730.577_r3	7	92741151	92741650	+	2.40	0.000	883.832_r3,726.859_r5,730.577_r3
BG730.577_r4	8	4253051	4254050	+	1.11	0.000	730.577_r4,2872.45_r5
BG730.577_r5	9	45058151	45059150	+	1.11	0.000	730.577_r5
BG1132.62	15	52752851	52755050	+	1.32	0.000	1132.62,1159.71_r2,1466.06_r7
BG1804.9_r3	4	132510201	132511050	+	3.76	0.000	1804.9_r3,869.292_r4
BG1804.9_r4	4	132945401	132947200	+	1.96	0.000	1229.96_r4
BG1804.9_r5	9	32925501	32926600	+	3.92	0.000	1804.9_r5
BG1464.64	17	52161801	52162700	+	2.44	0.000	1464.64,823.054_r5
BG1464.65	3	95624851	95625950	+	3.36	0.000	1464.65
BG1796.73	11	60726651	60729100	+	2.94	0.000	4551.6,1796.73
BG2412.17_r1	17	86962201	86963000	+	7.16	0.000	1118.87_r6,2412.17_r1
