#Name (cmd = mergePeaks 03_motif/cluster_1_homer_VS_bgPeaks/bg.clean.pos 03_motif/cluster_1_homer_VS_bgPeaks/target.clean..pos -d given -cobound 1 -prefix 03_motif/cluster_1_homer_VS_bgPeaks/0.00906655106610188.2.tmp)	chr	start	end	strand	stat	stat2	03_motif/cluster_1_homer_VS_bgPeaks/target.clean..pos
BG923.115_r2	6	113076451	113077650	+	1.77	0.000	1657.89_r3,923.115_r2
BG874.011	8	113634901	113636200	+	1.57	0.000	886.108,1914.29_r1,6810.34,2433.75_r3,874.011
BG2017.24	1	92180351	92181000	+	4.74	0.000	1080.24,4133.94,1322.44,2017.24,1800.29_r1
BG3432.76	1	64531501	64533000	+	6.10	0.000	1210.72,1451.9,3432.76,7739.42,2386.35,2531.75
BG2565.6_r2	17	74315801	74317000	+	5.97	0.000	2565.6_r2,1372.05_r4
BG2565.6_r3	19	10747351	10748400	+	5.28	0.000	2565.6_r3,647.346_r12,1044.03_r1,903.474_r3
BG2565.6_r4	4	129811001	129812250	+	4.77	0.000	1885.51,2565.6_r4,998.761_r2
BG2349.53	10	41476751	41477950	+	5.49	0.000	2139.74,5489.19,1349.71_r1,2349.53,903.473_r1,885.632
BG813.806_r10	4	134734001	134734650	+	2.77	0.000	2872.45_r3,2017.24_r1,667.785_r7
BG813.806_r11	5	112295851	112296450	+	2.59	0.000	1403.62_r3,813.806_r11,808.527_r9
BG813.806_r16	7	44997251	44997950	+	1.48	0.000	1057.11_r1,5037.43,813.806_r16,913.295_r5
BG2052.46	11	109425301	109426200	+	4.52	0.000	1559.89,1581.37_r1,2052.46,3230.44
BG1220.54_r1	17	3114551	3115200	+	3.66	0.000	1151.54_r4,1220.54_r1,4176.55,1266.83_r1
BG1220.54_r3	4	32250401	32251250	+	2.75	0.000	2989.1,2126.99,1009.92_r3,2602.4,1220.54_r3
BG1220.54_r5	9	69034151	69035050	+	2.75	0.000	4440.79,1289.68_r1,1706.89_r8,1038.24_r3,1220.54_r5,1128.23_r16
BG2557.08_r3	7	27507801	27508850	+	4.94	0.000	1453.41_r3
BG2557.08_r4	7	28382801	28383750	+	4.60	0.000	1510.88_r3,1090.06_r7,2557.08_r4
BG1911.06_r1	5	120775351	120776200	+	3.76	0.000	1418.87_r7,1227.01_r3,1911.06_r1
BG2384.75	2	158718251	158719850	+	4.90	0.000	2384.75,1470.4_r2,1905.15_r1
BG2395.13_r3	8	70797051	70797850	+	5.97	0.000	1331.68_r7,1679.28_r2,2395.13_r3,677.857_r13
BG3971.99_r1	14	55559701	55561300	+	6.48	0.000	1274.04_r1
BG7108.67	7	27472951	27474200	+	21.8	0.000	918.677,7108.67,2081.92_r4,1331.68_r5,3405.61
BG2130.9_r4	11	117831901	117833050	+	3.24	0.000	1568.05_r2,730.576_r3,775.809_r2,2130.9_r4
BG2130.9_r5	13	95712551	95713500	+	6.48	0.000	2130.9_r5,832.302_r6,1037.46_r3
BG693.586_r2	19	53464801	53465250	+	2.40	0.000	693.586_r2
BG693.586_r3	5	3300951	3301300	+	2.40	0.000	1004.53_r8,1325.75_r4,2872.45_r4,693.586_r3
BG3217.78	6	128835751	128837150	+	10.9	0.000	3476.4,3217.78,915.531_r4,9716.89,3920.98,1378.02_r3
BG3997.56_r1	13	55431101	55432750	+	11.9	0.000	934.027_r3,1355.21_r1,710.525_r4
BG3997.56_r2	16	43663651	43665000	+	8.01	0.000	906.532,3997.56_r2,610.354_r10
BG3997.56_r4	6	70824551	70825700	+	10.2	0.000	886.109_r1,3997.56_r4,1028.8_r2
BG3997.56_r5	7	82865801	82868100	+	5.28	0.000	1655.36_r1,2776.72_r2,1139.16_r9,1321.39_r2
BG3153.73	14	54222251	54223350	+	9.03	0.000	924.974_r2,1562.88,3153.73
BG1708.74	13	91370251	91371650	+	2.95	0.000	2403.65_r4
BG1708.75	10	76542751	76543600	+	5.19	0.000	1211.46,1994.52,1708.75,1227.01,991.857_r1
BG1696.19_r11	5	112273851	112274500	+	3.58	0.000	1696.19_r11
BG4219.18	17	87344151	87345100	+	9.03	0.000	1263.36,1241.38_r7,869.293_r4,4219.18,2441.07_r1
BG887.788_r2	12	85824451	85825250	+	2.59	0.000	887.788_r2
BG887.788_r7	2	25426501	25427100	+	2.96	0.000	653.356_r9,3162.25_r2,887.788_r7
BG923.114	1	165460601	165461350	+	3.34	0.000	922.865,1414.92,923.114
BG1510.41	1	164965951	164966600	+	4.88	0.000	1208.71_r1,1764.38_r3,1510.41
BG1510.42	6	124829151	124830250	+	2.44	0.000	2074.4_r3,3426.48_r2,2469.16,1689.1_r4,1510.42
BG4254.98	9	57075351	57077200	+	8.00	0.000	11447.2,4254.98,2922.3,2386.35_r1,1283.64_r4,2791.98_r1,894.882
BG2531.5_r2	3	127552801	127553950	+	7.33	0.000	1083.23_r4
BG2531.5_r3	7	16398751	16400350	+	3.92	0.000	2531.5_r3,914.698_r16,1129.34_r4,1165.22_r3
BG2531.5_r4	9	21290651	21291900	+	6.48	0.000	2531.5_r4,1155.98_r1,815.09_r7
BG2531.51_r2	6	108659351	108660600	+	4.94	0.000	694.19_r14
BG1627.61_r1	1	180403301	180404250	+	3.70	0.000	2170.3,1012.7_r1
BG1627.61_r3	9	56465001	56465550	+	6.47	0.000	1627.61_r3,3349.77_r3,1102.54_r14
BG1429.21	1	180850101	180851000	+	3.92	0.000	1429.21,1144.25,878.54_r1
BG1561.44_r1	9	7872501	7873650	+	3.54	0.000	3878.23,924.974_r5,1561.44_r1,1037.46_r9,1535.39_r4,1045_r9
BG1696.19_r2	10	128303201	128304450	+	4.09	0.000	684.337_r2,1797.13,1372.05
BG1696.19_r9	16	92818151	92819300	+	4.60	0.000	1696.19_r9,1189.25_r1
BG1081.99_r2	11	109419651	109420850	+	2.03	0.000	2020.09_r2,1081.99_r2,1113.74_r9
BG1081.99_r5	5	37051051	37051800	+	2.22	0.000	2062.28_r3,3937.9,1081.99_r5,1698.72_r2
BG2458.25_r1	8	69625251	69625700	+	8.33	0.000	1861.32,2458.25_r1,3034.4_r3,897.036_r13
BG1365.03	11	103966151	103966950	+	3.73	0.000	2564.42,1365.03,3145.2_r4
BG730.577_r4	8	4253051	4254050	+	1.11	0.000	1739.26_r1,816.695_r8
BG1785.03_r1	7	19148551	19149950	+	2.44	0.000	1158.8_r6,1785.03_r1,3963.47,1755.89_r1,1063.5_r8
BG1804.9_r1	11	116433401	116434350	+	4.74	0.000	4756.16,1804.9_r1,915.532_r3,1198.09,1662.98
BG1804.9_r2	15	78509951	78511550	+	2.12	0.000	1804.9_r2,3392.39_r2,638.098_r10
BG1804.9_r4	4	132945401	132947200	+	1.96	0.000	3605.47,1311.95_r4,1804.9_r4,883.833_r6
BG1804.9_r5	9	32925501	32926600	+	3.92	0.000	3204.87_r2,943.275_r9
BG2710.42	1	161250901	161251600	+	10.2	0.000	1916.02,819.54,9554.93,2639.41,2710.42,2523.59,1868.05
BG1464.64	17	52161801	52162700	+	2.44	0.000	1666.06_r2,3469.1
BG1464.65	3	95624851	95625950	+	3.36	0.000	1160.94_r2,1698.92_r1,4261.79_r1,2466.42,1794.07_r1
BG1627.61	1	87636851	87637800	+	4.44	0.000	5736.37,943.851,1627.61,1109.7,1519.05_r1
BG2412.17_r2	X	73966451	73968050	+	4.09	0.000	1070.42_r8,749.072_r13
BG1673.85_r2	3	88296551	88297500	+	4.07	0.000	877.336,865.696_r11
BG1102.54_r11	7	128119551	128120550	+	2.78	0.000	1102.54_r11,3068.49_r3,1040.96_r5
BG1102.54_r12	8	94447701	94448050	+	4.08	0.000	2386.6_r15,707.067_r3,1102.54_r12
BG1102.54_r14	9	56465151	56465550	+	3.92	0.000	1627.61_r3,3349.77_r3,1102.54_r14
BG2770.17_r2	4	108327351	108328700	+	6.82	0.000	2770.17_r2,1233.21_r8,1377.92_r5,2366.71
BG1208.71_r1	1	164965551	164966900	+	1.63	0.000	1208.71_r1,1764.38_r3,1510.41
BG1208.71_r2	13	41381651	41382450	+	2.45	0.000	1327.33_r1,1208.71_r2,2804.26_r2
BG1208.71_r4	4	59260701	59261500	+	3.59	0.000	786.064_r1,1414.13,1208.71_r4,1960.42_r2,1693.49_r2
BG1208.71_r5	5	115158201	115159100	+	2.29	0.000	749.072_r9,2361.03_r7,1208.71_r5
BG1208.71_r9	8	117074301	117075050	+	4.08	0.000	3793_r2,1208.71_r9,1403.62_r5,1128.23_r14
BG2327.58_r1	14	21500401	21501600	+	6.70	0.000	3435,1507.39_r2
BG1895.33	2	166665401	166666850	+	3.54	0.000	1190.02_r8
BG4074.27	11	108268051	108269000	+	8.35	0.000	4074.27,1281.56_r1
BG1662.98	11	116433801	116434450	+	5.19	0.000	4756.16,1804.9_r1,915.532_r3,1198.09,1662.98
BG896.658_r1	6	65599701	65600700	+	1.32	0.000	1144.25_r7,2599.69_r4,896.658_r1
BG924.779_r1	10	127162751	127163400	+	2.77	0.000	1617.06,1306.11_r2,924.779_r1
BG924.779_r4	13	41380901	41382050	+	1.48	0.000	1327.33_r1,1208.71_r2,2804.26_r2
BG924.779_r5	14	54223651	54224100	+	3.33	0.000	924.779_r5
BG924.779_r7	17	50470151	50471000	+	1.66	0.000	924.779_r7
BG1994.52	10	76542551	76543450	+	5.63	0.000	1211.46,1994.52,1708.75,1227.01,991.857_r1
BG841.549_r8	5	32148001	32149200	+	1.48	0.000	1472.41_r2,841.549_r8,1445.55_r2
BG1119.52_r2	12	98283301	98283800	+	4.12	0.000	2284.32_r2,1796.73_r1,1118.98_r2,1119.52_r2
BG1119.52_r3	16	11474951	11476050	+	2.16	0.000	743.192_r9,2335.46_r3
BG1119.52_r5	5	62790801	62791400	+	4.12	0.000	1119.52_r5,1211.46_r3,2744.6_r2,955.533_r6
BG1119.52_r6	7	16285501	16286550	+	1.77	0.000	1119.52_r6
BG767.693_r10	17	56462101	56462900	+	2.78	0.000	3562.86_r1,767.693_r10,1118.98_r5
BG1249.54	10	34281801	34282400	+	4.74	0.000	1738.21,2028.61_r1,2868.26,1249.54
BG677.856_r15	6	146080851	146081650	+	1.63	0.000	1017.26_r12,677.856_r15
BG5097.1	7	44304451	44306100	+	12.8	0.000	1507.39_r5,5097.1,1659.64_r3,1412.88_r1
BG865.696_r11	3	88296351	88297450	+	1.63	0.000	877.336,865.696_r11
BG865.696_r12	4	63410051	63410900	+	2.12	0.000	1599.87_r1,865.696_r12
BG865.696_r13	5	123128601	123129500	+	1.80	0.000	865.696_r13,712.08_r13
BG865.696_r14	6	100824151	100824950	+	2.45	0.000	1009.92_r7,1883.71_r18,1423.95_r4,865.696_r14
BG865.696_r17	7	118113651	118114000	+	3.76	0.000	2667.88_r4,795.311_r10,865.696_r17
BG7773.5	7	25266801	25268850	+	14.8	0.000	7773.5,1052.71_r8,3299.45,2237.97,2700.6
BG3469.1	17	52162251	52163300	+	7.16	0.000	1666.06_r2,3469.1
BG4031.65_r1	15	76195001	76197300	+	5.97	0.000	4031.65_r1,1190.02_r6,1976.4_r1,1099.88
BG1832.57_r7	14	51088801	51089450	+	4.26	0.000	1094.87_r1,1832.57_r7
BG1670.62_r8	11	75460951	75461650	+	5.97	0.000	1670.62_r8,1070.42_r1
BG3829.43	10	17987651	17989000	+	8.54	0.000	1069.87,3912.32,2543.14,3829.43,1512.34
BG1568.05_r1	10	68039501	68040300	+	4.90	0.000	4449.31,1188.26,1568.05_r1
BG1568.05_r2	11	117831501	117833150	+	2.61	0.000	1568.05_r2,730.576_r3,775.809_r2,2130.9_r4
BG1568.05_r6	5	36839551	36841050	+	1.96	0.000	2684.93_r7,1729.34
BG693.585_r10	2	25574351	25575350	+	1.29	0.000	693.585_r10
BG693.585_r11	3	108718001	108718350	+	2.40	0.000	1486.38_r2,2966.21_r2,628.502_r1,693.585_r11
BG693.585_r12	4	117125851	117126550	+	1.85	0.000	1531.98_r1,1610.96_r13,1094.37_r10,693.585_r12
BG693.585_r14	6	17064801	17066100	+	1.29	0.000	4449.31_r2,996.367_r4
BG693.585_r17	7	106550801	106551700	+	1.66	0.000	1849.62_r7,693.585_r17
BG693.585_r21	9	106822301	106822900	+	2.40	0.000	844.55,3051.44_r3,1143.37_r7,693.585_r21
BG693.585_r22	9	113706201	113707150	+	2.03	0.000	1001.68_r14
BG978.161_r1	6	114658501	114660800	+	0.925	0.000	1396.42_r2
BG4807.3	8	83594101	83595700	+	10.4	0.000	915.537,1372.05_r7,1924.79,1396.42_r6
BG1693.49_r1	16	55636651	55637350	+	6.10	0.000	4884.01,1461.88_r3,1021.32_r4,1491.29_r1,1693.49_r1
BG1693.49_r2	4	59260901	59261550	+	5.49	0.000	786.064_r1,1414.13,1208.71_r4,1960.42_r2,1693.49_r2
BG1926.33_r6	3	135665501	135666400	+	5.46	0.000	1926.33_r6
BG1926.33_r8	5	135024801	135025600	+	6.31	0.000	1373.1_r3,850.797_r5,1926.33_r8,1233.21_r9
BG1926.33_r9	7	118243451	118244300	+	5.80	0.000	1926.33_r9,1178.44_r5,1192.97_r7
BG2037.14_r4	17	31326151	31326950	+	4.60	0.000	2037.14_r4,628.503_r3,726.859_r2
BG2037.14_r5	4	48042801	48043800	+	5.80	0.000	887.789_r4
BG845.977_r1	8	72352551	72354950	+	1.06	0.000	850.797_r12
BG1807_r9	19	6909451	6910650	+	3.75	0.000	1807_r9
BG3631.05	13	43267951	43269300	+	5.80	0.000	1983.37,1008.01_r5,3631.05,2297.97,882.03_r7
BG1911.07_r3	8	123032651	123033250	+	6.04	0.000	869.293_r13,972.216_r12,1911.07_r3,4142.46
BG1129.34_r4	7	16398951	16399850	+	2.95	0.000	2531.5_r3,914.698_r16,1129.34_r4,1165.22_r3
BG3963.46	3	145118251	145119000	+	12.1	0.000	1178.44_r2,3963.46,816.694_r9
BG3963.47	7	19148751	19149850	+	7.67	0.000	1158.8_r6,1785.03_r1,3963.47,1755.89_r1,1063.5_r8
BG4202.13	11	55031001	55032050	+	12.6	0.000	4202.13,693.583
BG3119.63	12	84407701	84408450	+	8.86	0.000	2327.58,610.355_r6,3119.63
BG4534.55	17	29064901	29066500	+	6.31	0.000	4534.55,2245.91,1266.95_r4
BG1437.38_r2	17	57031601	57032300	+	4.25	0.000	962.396_r5,2163.98_r1,1437.38_r2,2505.93_r2
BG1437.38_r4	7	114068951	114071100	+	1.47	0.000	1866.66_r2,767.567_r13,736.527_r6
BG1437.38_r6	9	44986001	44986950	+	4.08	0.000	3349.77_r2,779.885_r1,2081.92_r5,1437.38_r6,1063.5_r11
BG951.724	1	171628951	171630350	+	1.59	0.000	2163.98,2392.92_r1,7909.89,3112.37,1491.29,951.724
BG951.725	12	101027551	101028850	+	1.72	0.000	3008.82
BG808.528_r13	9	113930601	113931150	+	2.29	0.000	808.528_r13
BG972.166_r1	16	43698701	43699800	+	1.32	0.000	793.102,2833.93,2405.99,972.166_r1,647.346_r8,1632.47_r4,5020.39
BG3486.14	14	31367501	31368650	+	10.2	0.000	3486.14,1609.12,645.188_r1
BG1642.3_r1	13	108303101	108304750	+	3.40	0.000	6801.82,1423.95_r3,1377.92,2746.21,1559.89_r1
BG1642.3_r2	3	21986351	21988400	+	2.27	0.000	3094.06_r1,906.286,1078.04_r5
BG1571.44_r1	7	28780951	28781700	+	4.58	0.000	4347.03_r2,2809.43,924.778,1571.44_r1
BG3707.76_r1	8	71272301	71273350	+	8.86	0.000	914.698_r17,3707.76_r1
BG3545.81_r1	6	47812951	47813850	+	9.72	0.000	1274.04_r7,3545.81_r1
BG3545.81_r2	9	61669451	61671050	+	8.01	0.000	1257.71_r8,971.018_r5,667.785_r11,859.787_r1
BG628.85_r10	19	42129701	42130100	+	2.40	0.000	5395.43,1764.06,1512.34_r5,628.85_r10
BG628.85_r13	4	155201001	155201850	+	1.66	0.000	686.023_r10
BG1044.03_r1	19	10747401	10748250	+	2.28	0.000	2565.6_r3,647.346_r12,1044.03_r1,903.474_r3
BG1044.03_r2	8	11554301	11555950	+	1.40	0.000	5054.49,1404.31_r6,1176.04_r11
BG887.789_r4	4	48042701	48043300	+	2.77	0.000	887.789_r4
BG887.789_r6	4	116053451	116054000	+	2.77	0.000	7049,3266.78,2303.76,887.789_r6
BG887.789_r9	9	40423051	40424000	+	1.66	0.000	2974.73_r5,887.789_r9,943.851_r5,667.785_r10
BG6801.82_r1	5	33657351	33658650	+	11.3	0.000	2297.97_r1,1547.92,6801.82_r1,2188.74_r2,1877.3_r2,2319.02_r1,779.884_r1
BG1907.09	4	135119701	135120850	+	4.27	0.000	1907.09,7236.53,2759.52_r1,1992.74,1045_r5
BG1942.04	1	138191451	138192550	+	4.44	0.000	2948.27,1942.04,5403.96,1174.77_r1,1374.85
BG824.91	13	113828801	113829800	+	1.18	0.000	1241.38_r3,3844.14,1418.87_r2,1047.68_r1,824.91
BG1529.04	5	140595851	140598900	+	1.13	0.000	849.363_r3
BG1797.13	10	128303201	128304000	+	3.54	0.000	684.337_r2,1797.13,1372.05
BG5787.51	17	5802101	5803950	+	7.33	0.000	1026.51_r3,2744.09,932.935_r2
BG5787.52	17	88110601	88114100	+	5.63	0.000	924.974_r3,1853.9_r1,1198.08_r1
BG2412.18_r1	4	57305951	57306850	+	6.31	0.000	665.841_r14
BG2412.18_r2	4	120569701	120570650	+	5.80	0.000	1421.05_r4,2412.18_r2,684.336_r2
BG1424.16_r1	2	32714601	32715450	+	3.70	0.000	1510.41_r3,1404.31_r4,1424.16_r1,4304.41,1298.55
BG1424.16_r2	4	32588051	32588600	+	4.44	0.000	3034.4_r1
BG1424.16_r3	5	62858151	62859100	+	3.14	0.000	1951.9_r7,1424.16_r3
BG1424.16_r4	7	19228101	19228950	+	2.96	0.000	1424.16_r4,1274.04_r8
BG2250.23_r2	4	139598401	139599500	+	4.43	0.000	702.357_r13,1021.32_r8
BG2250.23_r4	X	36980301	36981900	+	3.75	0.000	2250.23_r4,677.857_r16,869.292_r8
BG1110.71_r2	11	54522151	54523400	+	2.12	0.000	2957.68_r1
BG4526.02_r1	4	140947551	140949000	+	8.18	0.000	1502.72_r4,4526.02_r1
BG896.659_r1	12	101026801	101028050	+	1.51	0.000	3008.82
BG896.659_r4	17	56079001	56080250	+	1.32	0.000	2695.09,1227.55_r4,6247.79,2284.2_r1
BG1866.67_r11	6	86823151	86823550	+	6.65	0.000	1907.09_r1,1290.38_r5,1866.67_r11,702.831_r1
BG1866.67_r12	7	101896151	101896850	+	4.94	0.000	1412.88_r2,1866.67_r12
BG3852.66_r1	5	37066401	37067800	+	8.18	0.000	3852.66_r1,972.167_r2,2000.9,2680.96,1647.72_r4
BG3852.66_r2	5	135148801	135149900	+	9.03	0.000	2140.84,3852.66_r2,1086.2_r16
BG3852.66_r3	7	13023251	13024750	+	6.48	0.000	3852.66_r3,2090.74_r3,1886.55_r1
BG3476.4	6	128835751	128837050	+	11.6	0.000	3476.4,3217.78,915.531_r4,9716.89,3920.98,1378.02_r3
BG915.535	1	144355151	144356400	+	1.32	0.000	915.535,653.355,1306.11,739.824_r1,1495.16,2829.83
BG915.536	12	98282551	98283800	+	1.51	0.000	2284.32_r2,1796.73_r1,1118.98_r2,1119.52_r2
BG915.537	8	83593301	83595200	+	0.755	0.000	915.537,1372.05_r7,1924.79,1396.42_r6
BG3690.71_r3	7	45395151	45396450	+	8.18	0.000	3690.71_r3,1001.68_r10
BG2828.27	10	81320051	81321250	+	6.09	0.000	2828.27,4526.02,3884.07,2425.58
BG4031.66_r1	15	76511501	76513000	+	6.65	0.000	4031.66_r1
BG4031.66_r2	9	15018001	15019400	+	6.31	0.000	1159.51_r4,1608.89_r3,906.284_r15,4031.66_r2,942.753
BG2386.35_r1	9	57075851	57077050	+	5.11	0.000	11447.2,4254.98,2922.3,2386.35_r1,1283.64_r4,2791.98_r1,894.882
BG2139.74_r1	5	34169051	34170150	+	4.90	0.000	1738.59,1052.71_r6,1423.44_r23,2139.74_r1,1198.08_r2
BG2139.74_r2	9	122232701	122234100	+	3.92	0.000	2139.74_r2,1100.49_r11
BG1285.44	1	86064351	86064750	+	5.18	0.000	1285.44
BG2863.93	1	52019301	52020450	+	7.50	0.000	2863.93,1257.01,1290.38,1159.51
BG3102.58	17	35841001	35842050	+	7.33	0.000	897.036_r5,3102.58,962.396_r4,2343.91_r1
BG1470.05_r1	8	70839351	70840050	+	4.74	0.000	3290.1_r3,1470.05_r1,2385.93_r1,1885.51_r1
BG1470.05_r2	8	124318951	124319950	+	4.08	0.000	1470.05_r2,1724.01_r4,1072.74_r9,756.168_r10
BG841.194	17	56256051	56256800	+	2.29	0.000	1836.41,1085.43_r2,841.194
BG1659.64_r3	7	44304551	44305550	+	3.93	0.000	1507.39_r5,5097.1,1659.64_r3,1412.88_r1
BG988.2_r1	11	104361551	104362500	+	2.29	0.000	3349.77_r1,988.2_r1
BG988.2_r4	14	31399101	31400200	+	2.78	0.000	2488.89_r1,1846.06,638.097_r1
BG988.2_r9	2	144555701	144556550	+	2.78	0.000	1846.06_r1,988.2_r9
BG675.089_r17	7	118294651	118295100	+	2.22	0.000	1715.06_r2,675.089_r17,2386.6_r14
BG675.089_r18	8	3355201	3355950	+	1.66	0.000	1086.2_r19,2032.82,675.089_r18
BG841.548	17	57290551	57290900	+	2.96	0.000	1132.62_r2,2188.74_r1,841.548
BG841.551	2	30124051	30124850	+	1.48	0.000	2591.17_r3,931.896,841.551,1998.63
BG2386.35	1	64531601	64532600	+	6.09	0.000	1210.72,1451.9,3432.76,7739.42,2386.35,2531.75
BG669.689_r10	15	103257951	103258500	+	2.78	0.000	2940.64,669.689_r10,1239.21
BG669.689_r12	2	167349201	167349700	+	2.29	0.000	1687.67_r10,669.689_r12,1525.89
BG1775.58_r1	12	84450351	84451750	+	2.96	0.000	1775.58_r1,2932.11,1640,759.526_r2
BG756.169	14	40947201	40947900	+	2.55	0.000	756.169,1094.37_r4
BG894.882	9	57075951	57077850	+	1.75	0.000	11447.2,4254.98,2922.3,2386.35_r1,1283.64_r4,2791.98_r1,894.882
BG656.592_r2	13	8885501	8885900	+	2.03	0.000	1730.29_r3,1217.72_r1,1576.22_r1,656.592_r2
BG656.592_r3	17	74316501	74316900	+	2.03	0.000	2565.6_r2,1372.05_r4
BG4401.95	13	55443951	55445300	+	8.88	0.000	906.099,2637.92
BG972.167_r1	5	21254301	21256000	+	1.51	0.000	842.242_r1,1495.16_r3,2505.93_r3,1266.83_r5,693.584_r3
BG972.167_r2	5	37066451	37067800	+	1.70	0.000	3852.66_r1,972.167_r2,2000.9,2680.96,1647.72_r4
BG961.772	10	68039801	68040450	+	2.59	0.000	4449.31,1188.26,1568.05_r1
BG1568.34_r15	4	44044751	44045500	+	4.26	0.000	1421.05_r3
BG1568.34_r21	5	129941251	129942050	+	3.41	0.000	1012.7_r12,1026.51_r7,1568.34_r21
BG1568.34_r24	7	45922651	45923700	+	2.90	0.000	1312.08_r5,1568.34_r24,1274.04_r9
BG1723.23_r1	13	73937651	73938400	+	6.04	0.000	1105.44,1723.23_r1,3366.82_r1,1083.23_r1
BG1017.82_r1	4	137367001	137368650	+	1.06	0.000	1017.82_r1,4006.09,924.975_r1,775.808_r2
BG5403.96	1	138191451	138192600	+	11.6	0.000	2948.27,1942.04,5403.96,1174.77_r1,1374.85
BG1249.54_r1	11	74830051	74830900	+	3.27	0.000	2514.01,2524.65,3145.2_r2,1113.74_r8,1249.54_r1
BG1249.54_r5	15	59761401	59762850	+	1.80	0.000	1249.54_r5,2633.79_r1
BG1249.54_r9	3	121291701	121292250	+	3.92	0.000	2386.6_r7,1266.83_r2,1249.54_r9,860.045_r11
BG1992.74_r1	9	117926901	117927700	+	6.86	0.000	2091.74,7023.44,1165.22_r4,1907.09_r2,1992.74_r1
BG3358.29_r1	14	27340651	27342050	+	5.97	0.000	3358.29_r1,1294.69_r3,661.523_r5
BG3358.29_r2	14	40947501	40948650	+	8.86	0.000	756.169,1094.37_r4
BG3358.29_r3	3	105894201	105895450	+	6.82	0.000	3358.29_r3,1453.53_r1,686.024_r10,1377.92_r4
BG1512.34	10	17987701	17988500	+	3.93	0.000	1069.87,3912.32,2543.14,3829.43,1512.34
BG869.293_r13	8	123032601	123033350	+	2.77	0.000	869.293_r13,972.216_r12,1911.07_r3,4142.46
BG3196.34_r1	17	83707401	83708450	+	6.82	0.000	3196.34_r1,1146.73_r1
BG4023.13	13	58401351	58402550	+	8.01	0.000	4023.13,1127.04_r1,2181.71
BG1512.34_r1	10	19591551	19592600	+	2.55	0.000	1495.16_r1
BG1512.34_r3	14	25516851	25517450	+	5.50	0.000	1075.99_r1,2548.55_r2,1151.54_r2,1512.34_r3,2364.79,739.824_r8
BG1512.34_r5	19	42129501	42130500	+	2.75	0.000	5395.43,1764.06,1512.34_r5,628.85_r10
BG1512.34_r8	5	123128701	123129850	+	3.34	0.000	865.696_r13,712.08_r13
BG4355.55	6	87501801	87503550	+	6.31	0.000	4355.55,1225.04_r12,1683.1_r4,1276.65_r2
BG1780.39	12	84361551	84362050	+	6.21	0.000	730.576_r4,1780.39,2719.02_r3
BG1183.72_r1	19	4000251	4000800	+	3.70	0.000	2872.45_r2,1183.72_r1
BG1183.72_r5	5	72634501	72635450	+	2.77	0.000	4568.64_r1,1183.72_r5,1265.88_r9
BG1183.72_r9	8	122473951	122474650	+	2.40	0.000	1793.32_r1,1682.39_r4,2446.27_r2,1183.72_r9
BG1943.38	17	83276951	83278450	+	2.73	0.000	1943.38,1139.16_r6,1303.94_r3
BG1943.73	19	33222001	33223700	+	3.76	0.000	1943.73,923.113_r1,3775.95_r1
BG4687.82	14	54222301	54225900	+	4.08	0.000	924.974_r2,1562.88,3153.73,924.779_r5,893.654_r1
BG4687.97	2	24934401	24936050	+	11.1	0.000	938.749,4687.97,628.855_r16,1451.9_r2,3280.19
BG2514.01	11	74829301	74831250	+	6.09	0.000	2514.01,2524.65,3145.2_r2,1113.74_r8,1249.54_r1
BG2514.46	1	54913501	54914750	+	7.16	0.000	1522.16_r1,712.08_r1,914.698
BG9248.09	6	50416251	50418200	+	16.0	0.000	1009.92_r5,9248.09,3299.44,2504.19,1701.59
BG2420.7_r2	12	51865251	51867050	+	3.58	0.000	1849.56,2420.7_r2,1139.16_r4,800.36_r3
BG2420.7_r4	17	44608451	44609650	+	6.14	0.000	1590.62_r1
BG2420.7_r7	6	108549001	108550600	+	4.94	0.000	952.576_r4
BG1118.87_r5	17	34210401	34211450	+	3.59	0.000	1777.49_r2,1934.85_r1,665.841_r8
BG637.021_r8	5	135537951	135538500	+	2.45	0.000	3844.14_r3,989.514_r12,1178.44_r4,637.021_r8
BG1713.24_r4	17	12960051	12961050	+	4.60	0.000	1713.24_r4,1118.98_r4
BG1451.9_r2	2	24934701	24935700	+	3.14	0.000	938.749,4687.97,628.855_r16,1451.9_r2,3280.19
BG1451.9_r4	8	120716051	120717200	+	3.33	0.000	857.53_r8
BG943.851	1	87636751	87637700	+	1.51	0.000	5736.37,943.851,1627.61,1109.7,1519.05_r1
BG943.853	17	84957101	84957600	+	3.21	0.000	3454.62_r1,5923.88,943.853,1443.59_r3,1235.79_r5
BG5293.15	9	60997601	60999800	+	6.65	0.000	5293.15,1951.9_r13,1708.74_r1
BG1798.48	10	79908301	79909050	+	3.75	0.000	1708.75_r1,1078.04,1798.48,1767.67_r1,2006.77
BG2778.69_r1	5	137684251	137685250	+	7.16	0.000	2778.69_r1
BG1897.14	15	80709801	80712050	+	1.89	0.000	1897.14,1794.07,1876.57,1254.59,3152.44,6128.45,1934.61
BG759.525_r5	3	95434151	95434800	+	2.61	0.000	1146.73_r3,1600.72_r3,2335.46_r7,759.525_r5
BG2136.24	11	61174751	61175650	+	7.77	0.000	1902.9_r1,4133.94_r1,2136.24,648.144_r4
BG887.788_r11	9	61702401	61703150	+	2.03	0.000	816.694_r13
